"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.GT-LJ001-0072","Answer.GT-LJ001-0102","Answer.bad-LJ001-0015","Answer.bad-LJ001-0094","Answer.wg-LJ001-0096","Approve","Reject"
"3IZVJEBJ6ADD3ER70YUDB62IG7B6ZR","3HSQTUGQM2AKK76J15EGVP65ET09G1","How natural (i.e. human-sounding) is this recording?","How natural (i.e. human-sounding) is this recording?","audio, naturalness, rating","$0.05","Sat Oct 19 21:45:34 PDT 2019","114","BatchId:3807390;OriginalHitTemplateId:928390811;","1800","604800","Sat Oct 26 21:45:34 PDT 2019","","","3018Q3ZVOJK8B9FC6WMDUSYT201ARA","A1O51687PJJKJR","Submitted","Sat Oct 19 21:47:16 PDT 2019","Sat Oct 19 21:48:04 PDT 2019","Sat Oct 26 21:48:04 PDT 2019","","","","48","0% (0/0)","0% (0/0)","0% (0/0)","5","5","2","2","5"
"3IZVJEBJ6ADD3ER70YUDB62IG7B6ZR","3HSQTUGQM2AKK76J15EGVP65ET09G1","How natural (i.e. human-sounding) is this recording?","How natural (i.e. human-sounding) is this recording?","audio, naturalness, rating","$0.05","Sat Oct 19 21:45:34 PDT 2019","114","BatchId:3807390;OriginalHitTemplateId:928390811;","1800","604800","Sat Oct 26 21:45:34 PDT 2019","","","308Q0PEVB97HDR2OO3E4K5MI9M29IS","A3CVW61PA58RE4","Rejected","Sat Oct 19 22:00:26 PDT 2019","Sat Oct 19 22:01:31 PDT 2019","Sat Oct 26 22:01:31 PDT 2019","","Sun Oct 20 01:14:27 PDT 2019","Sorry, you did not pass our hidden quality assurance tests.","65","0% (0/1)","0% (0/1)","0% (0/1)","5","5","4","5","4"
"3IZVJEBJ6ADD3ER70YUDB62IG7B6ZR","3HSQTUGQM2AKK76J15EGVP65ET09G1","How natural (i.e. human-sounding) is this recording?","How natural (i.e. human-sounding) is this recording?","audio, naturalness, rating","$0.05","Sat Oct 19 21:45:34 PDT 2019","114","BatchId:3807390;OriginalHitTemplateId:928390811;","1800","604800","Sat Oct 26 21:45:34 PDT 2019","","","30BUDKLTXEPMWZYQPUBWNAJOVXH5ET","A30VOAZX8XTNGW","Submitted","Sat Oct 19 22:46:20 PDT 2019","Sat Oct 19 23:05:23 PDT 2019","Sat Oct 26 23:05:23 PDT 2019","","","","1143","0% (0/0)","0% (0/0)","0% (0/0)","5","5","1","1","5"
"3IZVJEBJ6ADD3ER70YUDB62IG7B6ZR","3HSQTUGQM2AKK76J15EGVP65ET09G1","How natural (i.e. human-sounding) is this recording?","How natural (i.e. human-sounding) is this recording?","audio, naturalness, rating","$0.05","Sat Oct 19 21:45:34 PDT 2019","114","BatchId:3807390;OriginalHitTemplateId:928390811;","1800","604800","Sat Oct 26 21:45:34 PDT 2019","","","3180JW2OT56U7FKI3VMNKQWG05FJ5U","ABOZM7369UF24","Submitted","Sat Oct 19 23:11:49 PDT 2019","Sat Oct 19 23:12:30 PDT 2019","Sat Oct 26 23:12:30 PDT 2019","","","","41","100% (1/1)","100% (1/1)","100% (1/1)","5","5","1","1","5"
"3IZVJEBJ6ADD3ER70YUDB62IG7B6ZR","3HSQTUGQM2AKK76J15EGVP65ET09G1","How natural (i.e. human-sounding) is this recording?","How natural (i.e. human-sounding) is this recording?","audio, naturalness, rating","$0.05","Sat Oct 19 21:45:34 PDT 2019","114","BatchId:3807390;OriginalHitTemplateId:928390811;","1800","604800","Sat Oct 26 21:45:34 PDT 2019","","","31IBVUNM9TTV07D1QWDF9QYNKMTVF3","A1FNXSAI2PJ024","Submitted","Sat Oct 19 22:04:37 PDT 2019","Sat Oct 19 22:05:13 PDT 2019","Sat Oct 26 22:05:13 PDT 2019","","","","36","0% (0/0)","0% (0/0)","0% (0/0)","5","5","1","1","5"
"3IZVJEBJ6ADD3ER70YUDB62IG7B6ZR","3HSQTUGQM2AKK76J15EGVP65ET09G1","How natural (i.e. human-sounding) is this recording?","How natural (i.e. human-sounding) is this recording?","audio, naturalness, rating","$0.05","Sat Oct 19 21:45:34 PDT 2019","114","BatchId:3807390;OriginalHitTemplateId:928390811;","1800","604800","Sat Oct 26 21:45:34 PDT 2019","","","320DUZ38G8GSNC92KR5EONN5QEOJG7","A1GIHRR21TUNTT","Submitted","Sat Oct 19 22:24:03 PDT 2019","Sat Oct 19 22:25:55 PDT 2019","Sat Oct 26 22:25:55 PDT 2019","","","","112","0% (0/0)","0% (0/0)","0% (0/0)","5","5","1","1","5"
"3IZVJEBJ6ADD3ER70YUDB62IG7B6ZR","3HSQTUGQM2AKK76J15EGVP65ET09G1","How natural (i.e. human-sounding) is this recording?","How natural (i.e. human-sounding) is this recording?","audio, naturalness, rating","$0.05","Sat Oct 19 21:45:34 PDT 2019","114","BatchId:3807390;OriginalHitTemplateId:928390811;","1800","604800","Sat Oct 26 21:45:34 PDT 2019","","","323Q6SJS8JAQI6IHL7WBUP7EC7GFHV","AJTHGXBMZJ3HE","Submitted","Sat Oct 19 21:45:45 PDT 2019","Sat Oct 19 21:52:33 PDT 2019","Sat Oct 26 21:52:33 PDT 2019","","","","408","66% (29/44)","0% (0/15)","0% (0/15)","4","4","3","2","3"
"3IZVJEBJ6ADD3ER70YUDB62IG7B6ZR","3HSQTUGQM2AKK76J15EGVP65ET09G1","How natural (i.e. human-sounding) is this recording?","How natural (i.e. human-sounding) is this recording?","audio, naturalness, rating","$0.05","Sat Oct 19 21:45:34 PDT 2019","114","BatchId:3807390;OriginalHitTemplateId:928390811;","1800","604800","Sat Oct 26 21:45:34 PDT 2019","","","32SVAV9L3G3GS7UAV6LHCUVDWMM3A0","A3AYHESLQSDY5T","Submitted","Sat Oct 19 21:49:59 PDT 2019","Sat Oct 19 21:51:07 PDT 2019","Sat Oct 26 21:51:07 PDT 2019","","","","68","50% (1/2)","50% (1/2)","50% (1/2)","5","5","1","1","5"
"3IZVJEBJ6ADD3ER70YUDB62IG7B6ZR","3HSQTUGQM2AKK76J15EGVP65ET09G1","How natural (i.e. human-sounding) is this recording?","How natural (i.e. human-sounding) is this recording?","audio, naturalness, rating","$0.05","Sat Oct 19 21:45:34 PDT 2019","114","BatchId:3807390;OriginalHitTemplateId:928390811;","1800","604800","Sat Oct 26 21:45:34 PDT 2019","","","32VNZTT0A8YT9KZVXVCMHPCTAQE4R2","A12W7ZB2DLBBY5","Submitted","Sat Oct 19 23:04:05 PDT 2019","Sat Oct 19 23:05:05 PDT 2019","Sat Oct 26 23:05:05 PDT 2019","","","","60","0% (0/1)","0% (0/1)","0% (0/1)","5","5","2","1","5"
"3IZVJEBJ6ADD3ER70YUDB62IG7B6ZR","3HSQTUGQM2AKK76J15EGVP65ET09G1","How natural (i.e. human-sounding) is this recording?","How natural (i.e. human-sounding) is this recording?","audio, naturalness, rating","$0.05","Sat Oct 19 21:45:34 PDT 2019","114","BatchId:3807390;OriginalHitTemplateId:928390811;","1800","604800","Sat Oct 26 21:45:34 PDT 2019","","","32Z9ZLUT1MEKOJVAKAF1HJGS48COHV","AN2IWKO1CAWS3","Submitted","Sat Oct 19 22:31:15 PDT 2019","Sat Oct 19 22:32:05 PDT 2019","Sat Oct 26 22:32:05 PDT 2019","","","","50","0% (0/0)","0% (0/0)","0% (0/0)","5","5","1","1","5"
